title,date_published,news_outlet,article_link,summary,text,Sentiment_Score
"Trust the process, not the pitch",2025-05-28 19:00:20,Yahoo,https://finnhub.io/api/news?id=1be55d32ab918dcef69ef2a26dc93de6eeaffdab105db979d04af74474179f77,"You can catch Trader Talk on Apple Podcasts, Spotify, YouTube, or wherever you get your podcasts. In the latest episode of Trader Talk, Kenny Polcari sits down with Chris Versace, chief investment officer at Tematica Research, to discuss how thematic investing can help navigate today’s volatile markets. Versace shares insights into identifying structural changes like AI, digital infrastructure, and sustainability, as well as building portfolios aligned with these long-term trends. They also touch on the recent rebound in tech, rising trade tensions, and shifting earnings expectations, concluding that clear strategies and adaptability are key to success in uncertain times. Watch more episodes of Trader Talk here. Trader Talk with Kenny Polcari on Yahoo Finance delivers expert analysis and actionable insights, empowering you to navigate market volatility and secure your financial future. This post was written by Langston Sessoms.","You can catch Trader Talk on Apple Podcasts, Spotify, YouTube, or wherever you get your podcasts. In the latest episode of Trader Talk, Kenny Polcari sits down with Chris Versace, chief investment officer at Tematica Research, to discuss how thematic investing can help navigate today’s volatile markets. Versace shares insights into identifying structural changes like AI, digital infrastructure, and sustainability, as well as building portfolios aligned with these long-term trends. They also touch on the recent rebound in tech, rising trade tensions, and shifting earnings expectations, concluding that clear strategies and adaptability are key to success in uncertain times. Watch more episodes of Trader Talk here. Trader Talk with Kenny Polcari on Yahoo Finance delivers expert analysis and actionable insights, empowering you to navigate market volatility and secure your financial future. This post was written by Langston Sessoms.",0.802999459207058
"Jim Cramer Warns Market Could Be In Trouble If Apple, Nvidia Stocks Slide This Week: 'Really Bad Sign'",2025-05-28 18:46:15,Yahoo,https://finnhub.io/api/news?id=ab58425609c1f4f91d10eca8ce2165d989aa0aa62081ab46585d715e62230ef0,"Veteran financial commentator, CNBC’s Jim Cramer, is sounding an alarm for investors, suggesting that the performance of tech giants Apple Inc. (NASDAQ:AAPL) and Nvidia Corp. (NASDAQ:NVDA) this week will be a critical indicator for the broader ...","Veteran financial commentator, CNBC’s Jim Cramer, is sounding an alarm for investors, suggesting that the performance of tech giants Apple Inc. (NASDAQ:AAPL) and Nvidia Corp. (NASDAQ:NVDA) this week will be a critical indicator for the broader ...",0.5003166934475303
Why Apple doesn’t make iPhones in America – and probably won’t,2025-05-28 17:30:03,Yahoo,https://finnhub.io/api/news?id=6f6764c1d72c9ea789ea5c268a9f653c9fd473037c993e19c354e5662829c498,"In 2011, then-President Barack Obama pressed Apple CEO Steve Jobs on what it would take to bring iPhone production to the United States, according to The New York Times.","In 2011, then-President Barack Obama pressed Apple CEO Steve Jobs on what it would take to bring iPhone production to the United States, according to The New York Times.",0.5241751968860626
Apple : Logic Pro amplifies beat making on Mac and iPad with advanced new capabilities,2025-05-28 17:04:17,Finnhub,https://finnhub.io/api/news?id=51d27910bc3803b43a5cd17647daac2450703cb2c60da0df71d13e072ca0299c,"UPDATE May 28, 2025 Logic Pro amplifies beat making on Mac and iPad with advanced new capabilities An enhanced Stem Splitter and new...","UPDATE May 28, 2025 Logic Pro amplifies beat making on Mac and iPad with advanced new capabilities An enhanced Stem Splitter and new...",0.5775512903928757
"Trump’s 25% Tariff Threat Looms, But Apple (AAPL) Isn’t Moving – Yet",2025-05-28 16:20:25,Yahoo,https://finnhub.io/api/news?id=eef758db4df3f9b2fe1ea78a27f13c6956d207279166907fceb299834e979d23,"We recently published a list of 10 AI Stocks on Analyst’s Radar Today. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other AI stocks that are on analyst’s radar today. One of the most notable analyst calls on Tuesday, May 27, was for Apple Inc. (NASDAQ:AAPL). […]","We recently published a list of 10 AI Stocks on Analyst’s Radar Today. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other AI stocks that are on analyst’s radar today. One of the most notable analyst calls on Tuesday, May 27, was for Apple Inc. (NASDAQ:AAPL). […]",0.9386587459594011
Carillon ClariVest Capital Appreciation Fund Q1 2025 Commentary,2025-05-28 16:08:00,SeekingAlpha,https://finnhub.io/api/news?id=93ae24a42a6eb232eca132bda49e57ca0ed9594b96e3bf11ac729635e0289d92,"At the start of the quarter, the Fund was most overweight the financials and healthcare sectors and most underweight consumer discretionary and materials.","At the start of the quarter, the Fund was most overweight the financials and healthcare sectors and most underweight consumer discretionary and materials.",0.6633022725582123
Prediction: 2 AI Stocks Will Be Worth More Than Apple Stock Before the End of 2026,2025-05-28 16:04:00,Yahoo,https://finnhub.io/api/news?id=1be2daaafb4f0a6ac9da19afcd5dbdbe212b82ab7ce1bf919427866adb0f9c12,"Amazon and Alphabet could achieve $3 trillion market values within six quarters, in which case they would surpass what Apple is worth today before the end of 2026.  Amazon has a strong presence in e-commerce, digital advertising, and cloud computing, and it's using AI to improve efficiency across its retail business.  Alphabet has a strong presence in digital advertising and cloud computing, and expertise in AI infrastructure and large language models could drive market share gains.","Amazon and Alphabet could achieve $3 trillion market values within six quarters, in which case they would surpass what Apple is worth today before the end of 2026.  Amazon has a strong presence in e-commerce, digital advertising, and cloud computing, and it's using AI to improve efficiency across its retail business.  Alphabet has a strong presence in digital advertising and cloud computing, and expertise in AI infrastructure and large language models could drive market share gains.",0.13249007612466812
"Taiwan trims 2025 GDP growth forecast, cites US tariff uncertainty",2025-05-28 14:16:25,Finnhub,https://finnhub.io/api/news?id=9cf5f7496d9df008ad775a417a6e5e90bd23669a242623ccf9cff9656344eb6a,"Taiwan's trade-relianteconomy is expected to grow at a slower pace in 2025 thanpreviously forecast, as uncertainty over possible U.S. tariffsweighs on growth, the statistics agency said on...","Taiwan's trade-relianteconomy is expected to grow at a slower pace in 2025 thanpreviously forecast, as uncertainty over possible U.S. tariffsweighs on growth, the statistics agency said on...",0.4199312645941973
Alphabet's Veo 3: AI Video Crown Achieved,2025-05-28 12:56:06,SeekingAlpha,https://finnhub.io/api/news?id=5dbf4df58a75a6e4b973d641aa1233b07cdf7bb03fa30bc4d2b2a2c1dd527cdb,"VEO 3 is Google's AI video analysis tool, now accessible via the Ultra Plan. YouTube serves as a vast data resource. See more on GOOGL stock here.","VEO 3 is Google's AI video analysis tool, now accessible via the Ultra Plan. YouTube serves as a vast data resource. See more on GOOGL stock here.",0.9340191595256329
"Taiwan trims 2025 GDP growth forecast, cites U.S. tariffs uncertainty",2025-05-28 12:35:29,Finnhub,https://finnhub.io/api/news?id=33c91f98e8c2aa29b709deebe75c7194859dc021e6f11bb1f0382d84e2d4bf93,* Full year 2025 GDP forecast trimmed to 3.1% vs previous3.14% * 2025 exports expected to rise 8.99% vs previous 7.08% * 2025 CPI cut to...,* Full year 2025 GDP forecast trimmed to 3.1% vs previous3.14% * 2025 exports expected to rise 8.99% vs previous 7.08% * 2025 CPI cut to...,0.40995097532868385
What the U.S. Dollar Shares With Blockbuster Video and Sears,2025-05-28 11:30:00,MarketWatch,https://finnhub.io/api/news?id=2ef3b81cae4e1f9dfbd67570e7bc2aa0ed08bc34434abd6671a51f296179824c,What the U.S. Dollar Shares With Blockbuster Video and Sears,What the U.S. Dollar Shares With Blockbuster Video and Sears,0.9479456283152103
'Big Beautiful Bill' Brings Fiscal Concerns,2025-05-28 10:45:00,SeekingAlpha,https://finnhub.io/api/news?id=fcdcd98e6468d0fa8dec376cec0d1caba04d5b523de7dae7fdb8997aee0f8e5f,,,0.5113178100436926
APPLE INC : UBS reiterates its Neutral rating,2025-05-28 10:35:21,Finnhub,https://finnhub.io/api/news?id=7ab622aa2cc75967786f06c851c91433882115a4d32d4339c23d3541eceea288,UBS confirms his opinion on the stock and remains Neutral. The target price remains set at USD 210.,UBS confirms his opinion on the stock and remains Neutral. The target price remains set at USD 210.,0.9079743549227715
Alibaba: AI Hype Not Justified,2025-05-28 10:01:30,SeekingAlpha,https://finnhub.io/api/news?id=2499c8be6e0bc617455a3c2b25d6d01bf4d5f3fa047a0a3c261d1e8103c1d98d,"Alibaba reported its earnings results recently, missing estimates on both lines. Read why I am not particularly bullish on BABA stock right now.","Alibaba reported its earnings results recently, missing estimates on both lines. Read why I am not particularly bullish on BABA stock right now.",0.5164749473333359
"It's Unofficially Summer. Time to Get Outside, and Talk With Decking Expert Trex CEO Bryan Fairbanks",2025-05-28 09:31:00,Yahoo,https://finnhub.io/api/news?id=dc468ba7cf34872ebe6adfd7519ca6d58dd43b4b87ae48493633325a3b3c46af,"What Jony Ive and Sam Altman are cooking up for hardware with OpenAI and io.  How Home Depot and Lowe's are holding up until macro tailwinds return.  Motley Fool analysts Andy Cross and Sanmeet Deo caught up with Trex CEO Bryan Fairbanks to talk about the war on wood decks, how the company is handling tariffs, and why he expects business to boom as the macro picture clears up.","What Jony Ive and Sam Altman are cooking up for hardware with OpenAI and io.  How Home Depot and Lowe's are holding up until macro tailwinds return.  Motley Fool analysts Andy Cross and Sanmeet Deo caught up with Trex CEO Bryan Fairbanks to talk about the war on wood decks, how the company is handling tariffs, and why he expects business to boom as the macro picture clears up.",0.8688201308250427
Famous Investor Suggests That Apple (AAPL) Is Not a Buy,2025-05-28 05:16:09,Yahoo,https://finnhub.io/api/news?id=ab29fe3cc66138e031bb4c8c78a91d390ce4ecb8607560cbda86b55a86d83ca3,"Stephanie Link, a frequent guest on CNBC, recently suggested during an appearance on the network that investors should not buy Apple Inc. (NASDAQ:AAPL) stock. Link is the Chief Investment Strategist at Hightower Advisors. Link: Why Would You Pay So Much for Apple Inc. (NASDAQ:AAPL)? Referring to Apple Inc. (NASDAQ:AAPL), Link rhetorically asked, “Why would you […]","Stephanie Link, a frequent guest on CNBC, recently suggested during an appearance on the network that investors should not buy Apple Inc. (NASDAQ:AAPL) stock. Link is the Chief Investment Strategist at Hightower Advisors. Link: Why Would You Pay So Much for Apple Inc. (NASDAQ:AAPL)? Referring to Apple Inc. (NASDAQ:AAPL), Link rhetorically asked, “Why would you […]",0.9364905087277293
Meta’s Future Lies With Judge as FTC Antitrust Trial Ends,2025-05-28 05:09:07,Yahoo,https://finnhub.io/api/news?id=3e9e3d4e50beea6c278be4e3f03a5de7a50d885a3dc1a90e3df70dd5fb8fcdda,"(Bloomberg) -- Meta Platforms Inc. has done all it can in court to fight back at the US Federal Trade Commission’s claims that it’s a monopoly. Now it’s up to a federal judge to decide whether the company should be broken up.Most Read from BloombergUAE’s AI University Aims to Become Stanford of the GulfNY Wins Order Against US Funding Freeze in Congestion FightThe seven-week trial wrapped up Tuesday, and now each side has four months to make its case in writing. Then US District Judge James Boas","(Bloomberg) -- Meta Platforms Inc. has done all it can in court to fight back at the US Federal Trade Commission’s claims that it’s a monopoly. Now it’s up to a federal judge to decide whether the company should be broken up.Most Read from BloombergUAE’s AI University Aims to Become Stanford of the GulfNY Wins Order Against US Funding Freeze in Congestion FightThe seven-week trial wrapped up Tuesday, and now each side has four months to make its case in writing. Then US District Judge James Boas",0.9029624126851559
iPhone Tariff Threat Weighs on Apple,2025-05-28 04:58:46,Yahoo,https://finnhub.io/api/news?id=64907b8e8258337a6a144ce5d754798aec1f1069f9a18057a3fe28187fa47a57,"It's a ""fairytale"" to think the full iPhone supply chain can be moved to the U.S., says Carolina Milanesi, president and principal analyst at Creative Strategies. She speaks with Caroline Hyde and Ed Ludlow on ""Bloomberg Technology.""","It's a ""fairytale"" to think the full iPhone supply chain can be moved to the U.S., says Carolina Milanesi, president and principal analyst at Creative Strategies. She speaks with Caroline Hyde and Ed Ludlow on ""Bloomberg Technology.""",0.79514304921031
Expectations For Apple's WWDC Couldn't Be Lower,2025-05-28 04:21:51,Yahoo,https://finnhub.io/api/news?id=e10e15f8af6fcf75518f7c85607b4b84ec4fbf20bfb6f57b3377bdb4ed3c366f,Expectations for Apple's Worldwide Developers Conference are subdued this year. And that sentiment is reflected in Apple stock.,Expectations for Apple's Worldwide Developers Conference are subdued this year. And that sentiment is reflected in Apple stock.,0.7245314717292786
"These Stocks Moved the Most Today: Apple, Tesla, DJT, Informatica, Super Micro, PDD, SoundHound, and More",2025-05-28 04:15:00,Yahoo,https://finnhub.io/api/news?id=dc5c7286f16e7ce04e244f1c018b57c27db1d6040773ec46a6011d90f834e47b,"Apple rises after tumbling Friday when President Donald Trump threatened a 25% tariff on iPhones sold in the U.S. that are made overseas, while Tesla trades higher even as the electric-vehicle maker’s sales in Europe decline for a fourth straight month.","Apple rises after tumbling Friday when President Donald Trump threatened a 25% tariff on iPhones sold in the U.S. that are made overseas, while Tesla trades higher even as the electric-vehicle maker’s sales in Europe decline for a fourth straight month.",0.4071631021797657
EU Crisis Averted. Same Time Next Week?,2025-05-28 04:15:00,SeekingAlpha,https://finnhub.io/api/news?id=4ee5606ffc8cd746776ca3fffac09a396285e7e9f077b8ca4994a9603beac4e8,"Wall Street sprinted back from last weekâs slump on Tuesday, fueled by Trumpâs trade policy spin cycle, a jolt in consumer confidence, and falling bond yields.","Wall Street sprinted back from last weekâs slump on Tuesday, fueled by Trumpâs trade policy spin cycle, a jolt in consumer confidence, and falling bond yields.",0.4837435153312981
"Stock market today: Dow, S&P 500, Nasdaq soar as Trump pauses EU tariff hikes for fast-tracked talks",2025-05-28 04:05:31,Yahoo,https://finnhub.io/api/news?id=4cc5a725634daf61ec5b5067d4492b5af8ef7631856b60ff48ad673a02e932bb,Optimism for a US-EU trade deal is growing as talks speed up after Trump's delay to 50% tariffs.,Optimism for a US-EU trade deal is growing as talks speed up after Trump's delay to 50% tariffs.,0.058466849848628044
Apple to Debut Dedicated Gaming App Within Days of Switch 2’s Arrival,2025-05-28 03:40:15,Yahoo,https://finnhub.io/api/news?id=69c41e42c79db57bbd790b3998751864dc588de2ac9d8bdc573cfc3570792a69,"(Bloomberg) -- Apple Inc. is planning a dedicated app for video games on its devices, seeking to sell gamers and developers on the idea that it’s a leader in the market.Most Read from BloombergUAE’s AI University Aims to Become Stanford of the GulfNY Wins Order Against US Funding Freeze in Congestion FightThe company will preinstall the app on the iPhone, iPad, Mac and Apple TV set-top box later this year, according to people with knowledge of the matter. The software will serve as a launcher fo","(Bloomberg) -- Apple Inc. is planning a dedicated app for video games on its devices, seeking to sell gamers and developers on the idea that it’s a leader in the market.Most Read from BloombergUAE’s AI University Aims to Become Stanford of the GulfNY Wins Order Against US Funding Freeze in Congestion FightThe company will preinstall the app on the iPhone, iPad, Mac and Apple TV set-top box later this year, according to people with knowledge of the matter. The software will serve as a launcher fo",0.7089333087205887
"Citi Reiterates Buy Rating on Apple (AAPL), Keeps PT at $240",2025-05-28 03:38:53,Yahoo,https://finnhub.io/api/news?id=abe81c986b5143fe82b879ee7ff95a02b5086d417ba64d35f4193d091e750e53,"On May 27, Citi reiterated its Buy rating on Apple Inc. (NASDAQ:AAPL), keeping its price target of $240 for the stock. Atif Malik from Citi maintains his rating on Apple, as he sees President Trump’s announcement of 25% tariffs on Apple Inc. (NASDAQ:AAPL) to have a limited impact on the company’s business. Malik shared his […]","On May 27, Citi reiterated its Buy rating on Apple Inc. (NASDAQ:AAPL), keeping its price target of $240 for the stock. Atif Malik from Citi maintains his rating on Apple, as he sees President Trump’s announcement of 25% tariffs on Apple Inc. (NASDAQ:AAPL) to have a limited impact on the company’s business. Malik shared his […]",0.7760384008288383
"These Stocks Are Moving the Most Today: Apple, Tesla, DJT, Informatica, Super Micro, PDD, SoundHound, and More",2025-05-28 03:01:00,Yahoo,https://finnhub.io/api/news?id=295727048c36eb41528c50dea36fc8d7e6c570367a15c2db92b3bcc08c14ea07,"Apple rises after tumbling Friday when President Donald Trump threatened a 25% tariff on iPhones sold in the U.S. that are made overseas, while Tesla trades higher even as the electric-vehicle maker’s sales in Europe decline for a fourth straight month.","Apple rises after tumbling Friday when President Donald Trump threatened a 25% tariff on iPhones sold in the U.S. that are made overseas, while Tesla trades higher even as the electric-vehicle maker’s sales in Europe decline for a fourth straight month.",0.363381159491837
Why Apple (AAPL) Stock Is Up Today,2025-05-28 02:30:36,Yahoo,https://finnhub.io/api/news?id=a2f155c20fd440c3dc9481778ff65118a92c7eed15013e81bb0cb7baf510f22b,"Shares of iPhone and iPad maker Apple (NASDAQ:AAPL) jumped 2.8% in the afternoon session after the major indices rebounded (Nasdaq +2.0%, S&P 500 +2.0%) as President Trump postponed the planned 50% tariff on European Union imports, shifting the start date to July 9, 2025.","Shares of iPhone and iPad maker Apple (NASDAQ:AAPL) jumped 2.8% in the afternoon session after the major indices rebounded (Nasdaq +2.0%, S&P 500 +2.0%) as President Trump postponed the planned 50% tariff on European Union imports, shifting the start date to July 9, 2025.",0.04157405160367489
Trump's Targeting Of Apple Isn't Random — Analyst Says It's A Calculated Move For Maximum Political Gain,2025-05-28 02:01:52,Yahoo,https://finnhub.io/api/news?id=d976b1917540b75f531c9b557480feca81d9a048dd6581e748c7ff9d924ad08a,"Apple Inc. (NASDAQ:AAPL) isn't a company usually associated with national security, but it is in the crosshairs of President Donald Trump, now an expert has given his take on the situation.What Happened: On Friday, Ming-Chi Kuo, an analyst at TF Securities, took to X, formerly Twitter, and outlined three key reasons why Trump persistently targets Apple in public. First, he noted, Trump knows that pressuring a global brand like Apple guarantees widespread media attention. ""Forcing Apple, the worl","Apple Inc. (NASDAQ:AAPL) isn't a company usually associated with national security, but it is in the crosshairs of President Donald Trump, now an expert has given his take on the situation.What Happened: On Friday, Ming-Chi Kuo, an analyst at TF Securities, took to X, formerly Twitter, and outlined three key reasons why Trump persistently targets Apple in public. First, he noted, Trump knows that pressuring a global brand like Apple guarantees widespread media attention. ""Forcing Apple, the worl",0.872228380292654
Technology Shares Among Top Gainers -- Tech Roundup,2025-05-28 01:54:06,Finnhub,https://finnhub.io/api/news?id=bb409eb2f7f1510d8fd151a4f54b8a89f5ea3b8a433703a39909885eeb3b4544,"The technology sector was among the top gainers, as markets cheered the latest tariff reprieve headlines amid higher-than-expected May consumer confidence. Salesforce said it will acquire...","The technology sector was among the top gainers, as markets cheered the latest tariff reprieve headlines amid higher-than-expected May consumer confidence. Salesforce said it will acquire...",0.15497861057519913
Apple Just Blocked $2 Billion in Fraud--But Here's What It Really Wants You to See,2025-05-28 01:52:58,Yahoo,https://finnhub.io/api/news?id=9cd286b3bc12b4aecd3326e554ea5df3a35062a7c386b64e5a5cc763709ef0ad,"As developers break free, Apple fires back with a data-loaded case for staying inside its walled garden","As developers break free, Apple fires back with a data-loaded case for staying inside its walled garden",0.7900608777999878
Xiaomi Just Took Aim at Apple and Tesla -- And It's Not Backing Down,2025-05-28 01:44:42,Yahoo,https://finnhub.io/api/news?id=84db417d83850c41d3cfc96342333f068d18f61db166852871866dbc895b19e8,"With its own chip, EV, and bold pricing, Xiaomi is rewriting the rules of the tech and auto game.","With its own chip, EV, and bold pricing, Xiaomi is rewriting the rules of the tech and auto game.",0.8923725225031376
Nike's Turnaround Story,2025-05-28 01:16:00,Yahoo,https://finnhub.io/api/news?id=4bcc8410b0d40ff66aff6c4445a77a24cd866e38653c977caa6f64fb8854c031,Turnarounds take time.,Turnarounds take time.,0.9097410477697849
Qualcomm-backed study finds Apple’s in-house modem falls short in 5G tests,2025-05-28 01:08:54,Yahoo,https://finnhub.io/api/news?id=7760986429578933f101d902b3c6e6485d24c27807809b686d3a0880178e9f88,"Investing.com -- Qualcomm Incorporated (NASDAQ:QCOM) is touting a new study highlighting the performance edge of its 5G modem chips over Apple Inc’s (NASDAQ:AAPL) first in-house modem, as both tech giants vie for wireless supremacy. The report, conducted by Cellular Insights and funded by Qualcomm, found that Android smartphones powered by its Snapdragon X75 and X80 modems significantly outperformed Apple’s C1 modem in download and upload speeds, particularly in challenging urban 5G environments","Investing.com -- Qualcomm Incorporated (NASDAQ:QCOM) is touting a new study highlighting the performance edge of its 5G modem chips over Apple Inc’s (NASDAQ:AAPL) first in-house modem, as both tech giants vie for wireless supremacy. The report, conducted by Cellular Insights and funded by Qualcomm, found that Android smartphones powered by its Snapdragon X75 and X80 modems significantly outperformed Apple’s C1 modem in download and upload speeds, particularly in challenging urban 5G environments",0.05538063310086727
"Buffett's May DiviDogs Tag Ally As A ""Safer"" Buy",2025-05-28 01:02:08,SeekingAlpha,https://finnhub.io/api/news?id=e432e7efb8712a2c119f45f9a1cc4f6c68108e90c1fa61c39fb4fa1ffa44e57d,"My monthly update and commentary on the top dividend stock picks from Berkshire Hathaway and Buffett's holdings, May 2025 edition. Read the full report here on Seeking Alpha.","My monthly update and commentary on the top dividend stock picks from Berkshire Hathaway and Buffett's holdings, May 2025 edition. Read the full report here on Seeking Alpha.",0.9330028332769871
Trump's tariff revenue has already topped $22 billion in May,2025-05-28 00:34:43,Yahoo,https://finnhub.io/api/news?id=57b41de7b1114d424136b8b34e1411ae72920ec20b91a72d1ae276d3a14d4eb1,President Trump's tariff revenue of more than $22 billion so far in May has already topped last month's haul of $17.4 billion — not to mention March's $9.6 billion.,President Trump's tariff revenue of more than $22 billion so far in May has already topped last month's haul of $17.4 billion — not to mention March's $9.6 billion.,0.07609917595982552
Trump's relationship with Apple is souring,2025-05-27 23:52:19,Yahoo,https://finnhub.io/api/news?id=9af50a3bdb88410a0ce657da9c156981f9beb4303b5c1e1cf2b5b132ae1c7da3,"The president floated a 25% tariff on iPhones imported into the U.S. on Friday, adding that Apple (AAPL) would foot the bill.","The president floated a 25% tariff on iPhones imported into the U.S. on Friday, adding that Apple (AAPL) would foot the bill.",0.4971766099333763
Apple To Debut Dedicated Gaming App Within Days Of Switch 2'S Arrival - Bloomberg News,2025-05-27 23:46:06,Finnhub,https://finnhub.io/api/news?id=7e768f9aabd34042c61de6d18059bd01c9b04a2fdd6b225492e1b634ea3a9281,May 27 - * APPLE TO DEBUT DEDICATED GAMING APP WITHIN DAYS OF SWITCH2’SARRIVAL - BLOOMBERG NEWSSource text: [https://tinyurl.com/4fsat79v]Further company coverage: ...,May 27 - * APPLE TO DEBUT DEDICATED GAMING APP WITHIN DAYS OF SWITCH2’SARRIVAL - BLOOMBERG NEWSSource text: [https://tinyurl.com/4fsat79v]Further company coverage: ...,0.842490516602993
"Trump Just Threatened Apple's iPhones -- Could This Be the $3,500 iPhone Apocalypse?",2025-05-27 23:30:02,Yahoo,https://finnhub.io/api/news?id=9f094d92369e72736a7111f1c449fc148b206f9d95c8237ba62f66e96c1e2000,"Apple sinks as Trump revives tariff threats, sparking chaos for margins, pricing, and global production.","Apple sinks as Trump revives tariff threats, sparking chaos for margins, pricing, and global production.",0.5152396783232689
Indeed’s CEO shares the unusual question he’s been asking job candidates for 15 years: Apple or Android?,2025-05-27 23:01:44,Yahoo,https://finnhub.io/api/news?id=a0913f3d4f0fbde7975e8642eaa446554ff2d6637789dd42ecfa2e62aabf3a74,"CEOs at TripAdvisor, StockX, Wisp, and CTA have their own make-or-break questions for job-seekers—like how many degrees separate the minute and hour hands of a clock at 3:15?","CEOs at TripAdvisor, StockX, Wisp, and CTA have their own make-or-break questions for job-seekers—like how many degrees separate the minute and hour hands of a clock at 3:15?",0.9343989584594965
Trump threatens iPhone tariffs as he spotlights Apple’s supply chain,2025-05-27 22:10:54,Yahoo,https://finnhub.io/api/news?id=d3d50ce63d7f848570206dac0f74743b23960ac740a5420954f27b1282a67a44,Apple's attempt to protect its supply chain by moving some iPhone production to India has backfired.,Apple's attempt to protect its supply chain by moving some iPhone production to India has backfired.,0.5102980071678758
"Trump Trade War Jolts Apple, Europe And S&P 500 With Latest Tariff Twist",2025-05-23 20:14:16,DowJones,https://finnhub.io/api/news?id=0e1cfc428f6476c6185be937c6cbdf193b4c117dc95afd91a147ff87dac65677,"Trump Trade War Jolts Apple, Europe And S&P 500 With Latest Tariff Twist","Trump Trade War Jolts Apple, Europe And S&P 500 With Latest Tariff Twist",0.7552289739251137
Apple Stock Rebounds After iPhone Tariff Trauma,2025-05-27 21:53:00,Yahoo,https://finnhub.io/api/news?id=14b452ef7c14ca7c8e5a6591d2518a22e7dca91e56806ad3acb6d6aa1e44d1bf,Apple was recouping some of its losses after President Donald Trump threatened to impose a levy on iPhones sold in the U.S.,Apple was recouping some of its losses after President Donald Trump threatened to impose a levy on iPhones sold in the U.S.,0.48781195655465126
Apple Shares Face More Pain as Trump’s Tariff Threat Looms,2025-05-27 21:42:04,Yahoo,https://finnhub.io/api/news?id=1afb9b384836c3c58ef01fa198e9a4308bd6b054749783e7cc58d3236e4699a9,"(Bloomberg) -- Apple Inc. shares are coming off their longest selloff in more than three years, as escalating attacks from the White House threaten to further erode the company’s profit outlook, suggesting the stock’s struggles this year are far from over. Most Read from BloombergUAE’s AI University Aims to Become Stanford of the GulfPacific Coast Highway to Reopen Near Malibu After January FiresNY Wins Order Against US Funding Freeze in Congestion FightPresident Donald Trump on Friday threatene","(Bloomberg) -- Apple Inc. shares are coming off their longest selloff in more than three years, as escalating attacks from the White House threaten to further erode the company’s profit outlook, suggesting the stock’s struggles this year are far from over. Most Read from BloombergUAE’s AI University Aims to Become Stanford of the GulfPacific Coast Highway to Reopen Near Malibu After January FiresNY Wins Order Against US Funding Freeze in Congestion FightPresident Donald Trump on Friday threatene",0.5321781020611525
"Company News for May 27, 2025",2025-05-27 21:23:00,Yahoo,https://finnhub.io/api/news?id=69ca1a6322f682f707425be16e1bc3bc822b5267cec272e8a0d5c226352b3cd2,"Companies in The News Are: AAPL, BAH, INTU, NGG","Companies in The News Are: AAPL, BAH, INTU, NGG",0.9667205428704619
Trump Vs. Apple: We Know How This One Ends (Rating Upgrade),2025-05-27 21:15:00,SeekingAlpha,https://finnhub.io/api/news?id=f8abca89702576bb917303f8a5b62e29c2818ba35d803f0154688884168825f7,"Apple Inc.'s recent pullback is a buying opportunity. Click to explore AAPL stock's valuation, AI roadmap, and why it shows strong long-term upside.","Apple Inc.'s recent pullback is a buying opportunity. Click to explore AAPL stock's valuation, AI roadmap, and why it shows strong long-term upside.",0.6743786334991455
QQQ: Don't Go All In Now If You Missed April's Bottom (Downgrade),2025-05-27 21:05:38,SeekingAlpha,https://finnhub.io/api/news?id=e6109dadf674589c211606b4f4a4a82274132c04fc7fe3133739f0ac0e85efe9,"QQQ staged a powerful V-shaped recovery after April's plunge, driven by big tech resilience and aggressive dip-buying. Read why I downgrade QQQ to a hold rating.","QQQ staged a powerful V-shaped recovery after April's plunge, driven by big tech resilience and aggressive dip-buying. Read why I downgrade QQQ to a hold rating.",0.1547168791294098
25% tariff not enough to push Apple to reshore iPhone production - Morgan Stanley,2025-05-27 21:02:15,Yahoo,https://finnhub.io/api/news?id=0b23038080b9e8a052c7dee24877d5ebeebe1769307b2ab575db74de00d94ae1,"Investing.com -- A 25% tariff on iPhones imported into the United States is unlikely to drive Apple (NASDAQ:AAPL) to reshore its production, according to Morgan Stanley analysts.","Investing.com -- A 25% tariff on iPhones imported into the United States is unlikely to drive Apple (NASDAQ:AAPL) to reshore its production, according to Morgan Stanley analysts.",0.13062011636793613
"Dow's nearly 625-point rally led by gains in shares of Nike, NVIDIA Corp.",2025-05-27 20:02:00,MarketWatch,https://finnhub.io/api/news?id=2faf0b7018dc4a7eb1f7eed5e9d008f1fc7be69c24bec89179e41b916d5fdeb6,"Dow's nearly 625-point rally led by gains in shares of Nike, NVIDIA Corp.","Dow's nearly 625-point rally led by gains in shares of Nike, NVIDIA Corp.",0.09038820117712021
Apple: Quantifying The Impact Of 25% Tariffs On Gross Margins,2025-05-27 19:55:02,SeekingAlpha,https://finnhub.io/api/news?id=5acfb925eec72bdb13165817140a91541b4a2bac754fa0cfd3ef9e907c52bc55,,,0.8830396682024002
"Trump Targets Apple iPhones Again, But This Tariff Panic Won't Stick - Buy Call",2025-05-27 19:50:16,SeekingAlpha,https://finnhub.io/api/news?id=39ef4606e44713d6520472a96dc56ffa4c1893e5217e519c4fd315e8f84b5200,,,0.8230071887373924
